event,series,matchNumber,scoreRedFinal,scoreBlueFinal,redTeams,blueTeams,label
League Meet 2,0,8,71,31,"[32806, 19953]","[18848, 30503]",1
League Meet 2,0,9,38,64,"[16660, 32062]","[3208, 20129]",0
League Meet 2,0,10,27,67,"[12656, 20139]","[22323, 27604]",0
League Meet 2,0,11,60,46,"[32622, 26581]","[19953, 16660]",1
League Meet 2,0,12,11,31,"[29707, 32062]","[12656, 32806]",0
League Meet 2,0,13,67,55,"[30503, 22323]","[20130, 12651]",1
League Meet 2,0,14,34,79,"[18848, 3208]","[3825, 20139]",0
League Meet 2,0,15,51,58,"[27604, 29659]","[25625, 20129]",0
League Meet 2,0,16,86,53,"[3825, 12651]","[16660, 32806]",1
League Meet 2,0,17,74,19,"[22323, 18848]","[25625, 32622]",1
League Meet 2,0,18,50,130,"[32062, 20130]","[20139, 26581]",0
League Meet 2,0,19,69,26,"[29659, 12656]","[19953, 3208]",1
League Meet 2,0,20,80,11,"[27604, 20129]","[30503, 29707]",1
League Meet 2,0,21,64,44,"[16660, 29659]","[20130, 18848]",1
League Meet 2,0,22,60,19,"[25625, 3825]","[12656, 30503]",1
League Meet 2,0,23,80,53,"[32806, 20129]","[32622, 20139]",1
League Meet 2,0,24,89,75,"[26581, 3208]","[22323, 29707]",1
League Meet 2,0,25,32,64,"[32062, 19953]","[12651, 27604]",0
League Meet 3,0,1,28,17,"[16660, 23804]","[30503, 19953]",1
League Meet 3,0,2,126,19,"[20130, 32062]","[18848, 3208]",1
League Meet 3,0,3,51,13,"[20139, 12656]","[32806, 29707]",1
League Meet 3,0,4,49,71,"[25625, 3825]","[32622, 22323]",0
League Meet 3,0,5,29,95,"[29659, 26581]","[27604, 20129]",0
League Meet 3,0,6,39,110,"[12651, 3208]","[22323, 25625]",0
League Meet 3,0,7,60,47,"[12656, 20129]","[19953, 20130]",1
League Meet 3,0,8,79,42,"[32622, 26581]","[30503, 32062]",1
League Meet 3,0,9,50,15,"[20139, 29659]","[23804, 12651]",1
League Meet 3,0,10,26,94,"[18848, 29707]","[27604, 3825]",0
League Meet 3,0,11,90,38,"[32806, 22323]","[16660, 32062]",1
League Meet 3,0,12,61,77,"[26581, 23804]","[20130, 25625]",0
League Meet 3,0,13,67,58,"[20139, 16660]","[18848, 20129]",1
League Meet 3,0,14,28,36,"[19953, 27604]","[32622, 32806]",0
League Meet 3,0,15,21,72,"[3208, 12656]","[3825, 29659]",0
League Meet 3,0,16,27,49,"[12651, 30503]","[20130, 29707]",0
League Meet 3,0,17,70,85,"[20139, 3208]","[16660, 27604]",0
League Meet 3,0,18,83,78,"[22323, 19953]","[29707, 26581]",1
League Meet 3,0,19,90,97,"[32062, 20129]","[12651, 3825]",0
League Meet 3,0,20,50,34,"[32806, 25625]","[30503, 29659]",1
League Meet 3,0,21,19,57,"[32622, 18848]","[23804, 12656]",0
League Meet 3,0,22,25,65,"[32062, 19953]","[25625, 20139]",0
League Meet 3,0,23,44,44,"[20129, 29707]","[3208, 23804]",0
League Meet 3,0,24,37,60,"[29659, 16660]","[20130, 32622]",0
League Meet 3,0,25,77,43,"[12651, 26581]","[32806, 18848]",1
League Meet 3,0,26,57,71,"[27604, 30503]","[12656, 22323]",0
League Meet 3,0,27,124,94,"[3825, 20130]","[26581, 20139]",1
Interior Alaska Qualifier,0,1,39,24,"[18185, 32192]","[32218, 16542]",1
Interior Alaska Qualifier,0,2,75,69,"[18185, 10908]","[16542, 10956]",1
Interior Alaska Qualifier,0,3,62,134,"[32218, 10956]","[32192, 10908]",0
Interior Alaska Qualifier,0,4,69,53,"[10908, 32218]","[18185, 16542]",1
Interior Alaska Qualifier,0,5,111,86,"[32192, 32218]","[10956, 18185]",1
Interior Alaska Qualifier,0,6,76,85,"[32192, 10956]","[10908, 16542]",0
Interior Alaska Qualifier,0,7,82,37,"[10908, 10956]","[32218, 18185]",1
Interior Alaska Qualifier,0,8,89,93,"[18185, 16542]","[10908, 32192]",0
Interior Alaska Qualifier,0,9,56,71,"[16542, 32192]","[10956, 32218]",0
Interior Alaska Qualifier,1,1,131,74,"[10908, 10956]","[32192, 18185]",1
Interior Alaska Qualifier,1,2,114,138,"[10908, 10956]","[32192, 18185]",0
Interior Alaska Qualifier,1,3,120,131,"[10908, 10956]","[32192, 18185]",0
Southeast Scrimmage- IDEA,0,1,73,18,"[3081, 27176]","[24594, 6281]",1
Southeast Scrimmage- IDEA,0,2,36,9,"[10099, 12087]","[3766, 4358]",1
Southeast Scrimmage- IDEA,0,3,5,16,"[5389, 33549]","[10099, 20710]",0
Southeast Scrimmage- IDEA,0,4,8,50,"[33549, 3766]","[27176, 4358]",0
Southeast Scrimmage- IDEA,0,5,3,54,"[6281, 20710]","[3081, 12087]",0
Southeast Scrimmage- IDEA,0,6,30,31,"[24594, 3081]","[3766, 5389]",0
Southeast Scrimmage- IDEA,0,7,35,41,"[5389, 12087]","[27176, 33549]",0
Southeast Scrimmage- IDEA,0,8,28,15,"[4358, 10099]","[20710, 24594]",1
Southeast Scrimmage- IDEA,0,9,24,21,"[6281, 3766]","[20710, 5389]",1
Southeast Scrimmage- IDEA,0,10,20,18,"[33549, 4358]","[3081, 6281]",1
Southeast Scrimmage- IDEA,0,11,59,25,"[27176, 12087]","[24594, 10099]",1
Southeast Scrimmage- IDEA,0,12,46,53,"[27176, 5389]","[4358, 12087]",0
Southeast Scrimmage- IDEA,0,13,34,14,"[3766, 24594]","[33549, 6281]",1
Southeast Scrimmage- IDEA,0,14,11,47,"[20710, 3081]","[10099, 27176]",0
Southeast Scrimmage- JDHS,0,1,58,49,"[3766, 33549]","[20710, 3081]",1
Southeast Scrimmage- JDHS,0,2,71,80,"[6281, 12087]","[3766, 24594]",0
Southeast Scrimmage- JDHS,0,1,18,23,"[20710, 3081]","[24594, 33549]",0
Southeast Scrimmage- JDHS,0,2,35,48,"[6281, 33549]","[3766, 12087]",0
Southeast Scrimmage- JDHS,0,3,32,24,"[24594, 20710]","[12087, 6281]",1
Southeast Scrimmage- JDHS,0,4,18,13,"[3081, 12087]","[3766, 20710]",1
Southeast Scrimmage- JDHS,0,5,29,24,"[3081, 3766]","[24594, 6281]",1
Southeast Scrimmage- JDHS,0,6,21,16,"[33549, 12087]","[3081, 6281]",1
Southeast Scrimmage- JDHS,0,7,28,18,"[3766, 24594]","[33549, 20710]",1
Southeast Scrimmage- JDHS,0,8,46,20,"[6281, 3766]","[3081, 24594]",1
Southeast Scrimmage- JDHS,0,9,22,13,"[20710, 12087]","[33549, 3081]",1
Qualifier #1,0,1,105,38,"[25751, 32355]","[24332, 26030]",1
Qualifier #1,0,2,130,63,"[7842, 24331]","[26154, 25114]",1
Qualifier #1,0,3,64,19,"[19459, 26154]","[24378, 24332]",1
Qualifier #1,0,4,85,77,"[25114, 7842]","[26030, 25751]",1
Qualifier #1,0,5,89,81,"[24378, 24331]","[19459, 32355]",1
Qualifier #1,0,6,82,104,"[32355, 24378]","[7842, 26154]",0
Qualifier #1,0,7,68,109,"[24332, 19459]","[24331, 25114]",0
Qualifier #1,0,8,82,131,"[19459, 26030]","[25751, 26154]",0
Qualifier #1,0,9,92,71,"[25114, 24332]","[26030, 24378]",1
Qualifier #1,0,10,82,122,"[25751, 7842]","[24331, 32355]",0
Qualifier #1,0,11,83,63,"[24332, 32355]","[7842, 19459]",1
Qualifier #1,0,12,76,69,"[26030, 24331]","[24378, 25114]",1
Qualifier #1,0,13,60,47,"[26154, 24378]","[25751, 24332]",1
Qualifier #1,0,14,76,44,"[26030, 7842]","[19459, 24331]",1
Qualifier #1,0,15,119,88,"[25114, 25751]","[32355, 26154]",1
Qualifier #1,1,1,109,56,"[24331, 25751]","[26154, 25114]",1
Qualifier #1,1,2,151,62,"[25751, 24331]","[25114, 26154]",1
Qualifier #2,0,1,57,65,"[21394, 24148]","[18664, 20979]",0
Qualifier #2,0,2,33,122,"[28262, 14491]","[30403, 24180]",0
Qualifier #2,0,3,12,53,"[21830, 11542]","[27305, 25911]",0
Qualifier #2,0,4,63,127,"[21394, 18664]","[23418, 14491]",0
Qualifier #2,0,5,39,113,"[24148, 30403]","[11542, 24180]",0
Qualifier #2,0,6,91,66,"[20979, 23418]","[28262, 21830]",1
Qualifier #2,0,7,56,41,"[27305, 14491]","[25911, 24148]",1
Qualifier #2,0,8,41,115,"[20979, 11542]","[23418, 21394]",0
Qualifier #2,0,9,62,102,"[21830, 27305]","[30403, 18664]",0
Qualifier #2,0,10,41,89,"[28262, 25911]","[24180, 21394]",0
Qualifier #2,0,11,72,25,"[20979, 14491]","[11542, 27305]",1
Qualifier #2,0,12,65,96,"[25911, 30403]","[23418, 24148]",0
Qualifier #2,0,13,78,73,"[24180, 28262]","[18664, 21830]",1
Qualifier #2,0,14,76,70,"[30403, 27305]","[21394, 20979]",1
Qualifier #2,0,15,70,34,"[21830, 23418]","[24148, 14491]",1
Qualifier #2,0,16,91,72,"[18664, 28262]","[11542, 25911]",1
Qualifier #2,0,17,122,67,"[24180, 23418]","[27305, 20979]",1
Qualifier #2,1,1,82,37,"[23418, 18664]","[14491, 27305]",1
Qualifier #2,2,1,88,63,"[20979, 24180]","[21830, 30403]",1
Qualifier #2,3,1,97,53,"[14491, 27305]","[30403, 21830]",1
Qualifier #2,4,1,112,117,"[23418, 18664]","[20979, 24180]",0
Qualifier #2,5,1,112,24,"[23418, 18664]","[14491, 27305]",1
Qualifier #2,6,1,136,92,"[24180, 20979]","[23418, 18664]",1
Qualifier #3,0,1,84,37,"[21830, 25751]","[24332, 19459]",1
Qualifier #3,0,2,88,72,"[30403, 24378]","[28262, 24331]",1
Qualifier #3,0,3,114,97,"[27305, 25911]","[20979, 26154]",1
Qualifier #3,0,4,83,101,"[32355, 11542]","[21394, 12611]",0
Qualifier #3,0,5,48,59,"[28262, 24378]","[26154, 24332]",0
Qualifier #3,0,6,148,53,"[25751, 27305]","[21394, 30403]",1
Qualifier #3,0,7,101,88,"[25911, 12611]","[21830, 24331]",1
Qualifier #3,0,8,67,98,"[20979, 11542]","[32355, 19459]",0
Qualifier #3,0,9,21,52,"[28262, 21394]","[24331, 25911]",0
Qualifier #3,0,10,35,111,"[19459, 27305]","[32355, 24378]",0
Qualifier #3,0,11,46,112,"[26154, 21830]","[25751, 11542]",0
Qualifier #3,0,12,59,80,"[20979, 24332]","[12611, 30403]",0
Qualifier #3,0,13,101,79,"[24331, 32355]","[25751, 26154]",1
Qualifier #3,0,14,31,122,"[19459, 28262]","[27305, 12611]",0
Qualifier #3,0,15,102,108,"[21394, 24378]","[20979, 21830]",0
Qualifier #3,0,16,78,83,"[24332, 30403]","[11542, 25911]",0
Qualifier #3,0,17,125,117,"[32355, 20979]","[28262, 21830]",1
Qualifier #3,0,18,105,44,"[27305, 24331]","[11542, 24332]",1
Qualifier #3,0,19,53,57,"[26154, 30403]","[21394, 19459]",0
Qualifier #3,0,20,123,103,"[12611, 25751]","[25911, 24378]",1
Qualifier #3,1,1,122,84,"[12611, 25751]","[25911, 24378]",1
Qualifier #3,2,1,96,119,"[27305, 20979]","[32355, 24332]",0
Qualifier #3,3,1,93,125,"[25911, 24378]","[27305, 20979]",0
Qualifier #3,4,1,144,111,"[25751, 12611]","[32355, 24332]",1
Qualifier #3,5,1,70,55,"[32355, 24332]","[27305, 20979]",1
Qualifier #3,6,1,170,103,"[12611, 25751]","[32355, 24332]",1
Arkansas Mountain Home Mayhem,0,1,39,83,"[31047, 28512]","[20087, 26717]",0
Arkansas Mountain Home Mayhem,0,2,59,67,"[8373, 7572]","[21418, 23050]",0
Arkansas Mountain Home Mayhem,0,3,91,23,"[7343, 7209]","[20074, 9879]",1
Arkansas Mountain Home Mayhem,0,4,61,64,"[31047, 23050]","[92, 7572]",0
Arkansas Mountain Home Mayhem,0,5,240,55,"[9879, 20087]","[20074, 21418]",1
Arkansas Mountain Home Mayhem,0,6,74,70,"[7343, 92]","[28512, 7209]",1
Arkansas Mountain Home Mayhem,0,7,54,34,"[26717, 20074]","[8373, 31047]",1
Arkansas Mountain Home Mayhem,0,8,114,93,"[21418, 28512]","[9879, 23050]",1
Arkansas Mountain Home Mayhem,0,9,84,71,"[20087, 8373]","[7572, 7343]",1
Arkansas Mountain Home Mayhem,0,10,75,248,"[26717, 21418]","[7209, 92]",0
Arkansas Mountain Home Mayhem,0,11,31,29,"[23050, 28512]","[20074, 31047]",1
Arkansas Mountain Home Mayhem,0,12,112,104,"[7572, 20087]","[92, 9879]",1
Arkansas Mountain Home Mayhem,0,13,75,61,"[7209, 26717]","[7343, 8373]",1
Arkansas Mountain Home Mayhem,0,14,31,105,"[20074, 28512]","[92, 21418]",0
Arkansas Mountain Home Mayhem,0,15,74,134,"[7343, 9879]","[26717, 23050]",0
Arkansas Mountain Home Mayhem,0,16,80,83,"[7209, 8373]","[31047, 20087]",0
Arkansas Mountain Home Mayhem,0,17,51,46,"[7572, 20074]","[26717, 28512]",1
Arkansas Mountain Home Mayhem,0,18,121,157,"[9879, 21418]","[7343, 31047]",0
Arkansas Mountain Home Mayhem,0,19,71,85,"[23050, 7572]","[20087, 7209]",0
Arkansas Mountain Home Mayhem,0,20,65,74,"[92, 28512]","[9879, 8373]",0
Arkansas Mountain Home Mayhem,1,1,115,84,"[20087, 92]","[23050, 9879]",1
Arkansas Mountain Home Mayhem,2,1,124,77,"[21418, 7209]","[7343, 26717]",1
Arkansas Mountain Home Mayhem,3,1,77,38,"[23050, 9879]","[26717, 7343]",1
Arkansas Mountain Home Mayhem,4,1,114,92,"[20087, 92]","[21418, 7209]",1
Arkansas Mountain Home Mayhem,5,1,115,140,"[7209, 21418]","[23050, 9879]",0
Arkansas Mountain Home Mayhem,6,1,85,119,"[92, 20087]","[23050, 9879]",0
Arkansas Mountain Home Mayhem,7,1,101,57,"[92, 20087]","[9879, 23050]",1
Red Rock - Microchip Qualifier #1,0,1,72,35,"[24431, 15909]","[20775, 27569]",1
Red Rock - Microchip Qualifier #1,0,2,50,13,"[21579, 15477]","[30469, 27567]",1
Red Rock - Microchip Qualifier #1,0,3,19,50,"[12604, 17614]","[15461, 26198]",0
Red Rock - Microchip Qualifier #1,0,4,55,79,"[10523, 12889]","[12887, 14624]",0
Red Rock - Microchip Qualifier #1,0,5,105,26,"[27568, 15058]","[24666, 30471]",1
Red Rock - Microchip Qualifier #1,0,1,31,59,"[30469, 24666]","[15909, 17614]",0
Red Rock - Microchip Qualifier #1,0,2,6,20,"[12889, 21579]","[26198, 27567]",0
Red Rock - Microchip Qualifier #1,0,3,25,29,"[15477, 30471]","[10523, 15058]",0
Red Rock - Microchip Qualifier #1,0,4,6,29,"[27568, 20775]","[27569, 14624]",0
Red Rock - Microchip Qualifier #1,0,5,91,98,"[15461, 26198]","[12887, 24431]",0
Red Rock - Microchip Qualifier #1,0,6,91,47,"[14624, 24666]","[21579, 15477]",1
Red Rock - Microchip Qualifier #1,0,7,3,50,"[27569, 15058]","[12889, 15909]",0
Red Rock - Microchip Qualifier #1,0,8,73,59,"[17614, 24431]","[10523, 20775]",1
Red Rock - Microchip Qualifier #1,0,9,51,73,"[30469, 27567]","[27568, 12887]",0
Red Rock - Microchip Qualifier #1,0,10,13,59,"[12889, 30471]","[15461, 14624]",0
Red Rock - Microchip Qualifier #1,0,11,39,38,"[21579, 24431]","[27569, 30469]",1
Red Rock - Microchip Qualifier #1,0,12,61,23,"[12887, 30471]","[20775, 24666]",1
Red Rock - Microchip Qualifier #1,0,13,32,89,"[27567, 10523]","[15909, 15461]",0
Red Rock - Microchip Qualifier #1,0,14,41,58,"[15477, 27568]","[17614, 26198]",0
Red Rock - Microchip Qualifier #1,0,15,28,68,"[15058, 20775]","[15461, 21579]",0
Red Rock - Microchip Qualifier #1,0,16,81,8,"[27569, 17614]","[30471, 27567]",1
Red Rock - Microchip Qualifier #1,0,17,27,86,"[14624, 26198]","[30469, 15058]",0
Red Rock - Microchip Qualifier #1,0,18,10,62,"[24666, 27568]","[12889, 10523]",0
Red Rock - Microchip Qualifier #1,0,19,91,85,"[24431, 15909]","[15477, 12887]",1
Red Rock - Microchip Qualifier #1,0,20,79,25,"[15461, 10523]","[26198, 27569]",1
Red Rock - Microchip Qualifier #1,0,21,60,29,"[15909, 21579]","[27568, 30471]",1
Red Rock - Microchip Qualifier #1,0,22,67,59,"[27567, 15058]","[24666, 24431]",1
Red Rock - Microchip Qualifier #1,0,23,31,50,"[12889, 20775]","[30469, 15477]",0
Red Rock - Microchip Qualifier #1,0,24,90,38,"[17614, 12887]","[21579, 14624]",1
Red Rock - Microchip Qualifier #1,1,1,117,21,"[15909, 12887]","[30469, 15058]",1
Red Rock - Microchip Qualifier #1,2,1,86,68,"[15461, 10523]","[17614, 24431]",1
Red Rock - Microchip Qualifier #1,3,1,38,95,"[30469, 15058]","[24431, 17614]",0
Red Rock - Microchip Qualifier #1,4,1,111,87,"[12887, 15909]","[10523, 15461]",1
Red Rock - Microchip Qualifier #1,5,1,75,70,"[15461, 10523]","[17614, 24431]",1
Red Rock - Microchip Qualifier #1,6,1,128,132,"[15909, 12887]","[15461, 10523]",0
Red Rock - Microchip Qualifier #1,7,1,119,116,"[15909, 12887]","[15461, 10523]",1
High Country - Flagstaff Qualifier,0,1,10,0,"[202, 11529]","[23942, 23766]",1
High Country - Flagstaff Qualifier,0,2,6,1001,"[23737, 31605]","[13517, 16817]",0
High Country - Flagstaff Qualifier,0,3,15,34,"[26664, 9743]","[10246, 18291]",0
High Country - Flagstaff Qualifier,0,4,13,10,"[19728, 24286]","[23940, 31602]",1
High Country - Flagstaff Qualifier,0,5,28,60,"[8081, 26002]","[31603, 32026]",0
High Country - Flagstaff Qualifier,0,6,43,10,"[201, 7613]","[26100, 23950]",1
High Country - Flagstaff Qualifier,0,7,47,23,"[26009, 13517]","[16817, 23940]",1
High Country - Flagstaff Qualifier,0,1,10,31,"[23940, 11529]","[19728, 26009]",0
High Country - Flagstaff Qualifier,0,2,13,49,"[23766, 31605]","[7613, 18291]",0
High Country - Flagstaff Qualifier,0,3,54,12,"[13517, 31603]","[26002, 16817]",1
High Country - Flagstaff Qualifier,0,4,29,11,"[201, 9743]","[32026, 24286]",1
High Country - Flagstaff Qualifier,0,5,68,38,"[26664, 26100]","[31602, 10246]",1
High Country - Flagstaff Qualifier,0,6,88,57,"[23942, 202]","[8081, 23737]",1
High Country - Flagstaff Qualifier,0,7,9,16,"[201, 23950]","[11529, 7613]",0
High Country - Flagstaff Qualifier,0,8,18,25,"[19728, 26664]","[9743, 31603]",0
High Country - Flagstaff Qualifier,0,9,39,105,"[26002, 26009]","[26100, 23942]",0
High Country - Flagstaff Qualifier,0,10,18,28,"[32026, 23737]","[16817, 23940]",0
High Country - Flagstaff Qualifier,0,11,70,12,"[18291, 31602]","[23950, 202]",1
High Country - Flagstaff Qualifier,0,12,51,34,"[8081, 23766]","[13517, 10246]",1
High Country - Flagstaff Qualifier,0,13,19,56,"[16817, 24286]","[31605, 26664]",0
High Country - Flagstaff Qualifier,0,14,33,12,"[19728, 26002]","[23950, 23737]",1
High Country - Flagstaff Qualifier,0,15,41,16,"[23766, 23940]","[202, 201]",1
High Country - Flagstaff Qualifier,0,16,42,49,"[32026, 13517]","[18291, 11529]",0
High Country - Flagstaff Qualifier,0,17,6,45,"[9743, 7613]","[26100, 8081]",0
High Country - Flagstaff Qualifier,0,18,38,51,"[26009, 10246]","[31603, 24286]",0
High Country - Flagstaff Qualifier,0,19,50,30,"[23942, 31602]","[32026, 31605]",1
High Country - Flagstaff Qualifier,0,20,81,13,"[26664, 7613]","[23940, 26002]",1
High Country - Flagstaff Qualifier,0,21,25,7,"[10246, 16817]","[9743, 202]",1
High Country - Flagstaff Qualifier,0,22,63,44,"[19728, 18291]","[23942, 201]",1
High Country - Flagstaff Qualifier,0,23,66,16,"[11529, 26100]","[24286, 23766]",1
High Country - Flagstaff Qualifier,0,24,70,41,"[23737, 26009]","[13517, 31602]",1
High Country - Flagstaff Qualifier,0,25,36,29,"[31605, 31603]","[23950, 8081]",1
High Country - Flagstaff Qualifier,0,26,15,32,"[32026, 202]","[7613, 19728]",0
High Country - Flagstaff Qualifier,0,27,70,8,"[23766, 9743]","[31602, 26002]",1
High Country - Flagstaff Qualifier,0,28,25,185,"[13517, 23950]","[23942, 24286]",0
High Country - Flagstaff Qualifier,0,29,16,26,"[31605, 23737]","[10246, 11529]",0
High Country - Flagstaff Qualifier,0,30,27,70,"[8081, 201]","[26009, 26664]",0
High Country - Flagstaff Qualifier,0,31,75,10,"[18291, 26100]","[23940, 31603]",1
High Country - Flagstaff Qualifier,0,32,42,35,"[16817, 19728]","[23950, 23766]",1
High Country - Flagstaff Qualifier,1,1,63,10,"[26009, 7613]","[11529, 31603]",1
High Country - Flagstaff Qualifier,2,1,47,10,"[19728, 8081]","[31602, 16817]",1
High Country - Flagstaff Qualifier,3,1,303,40,"[26100, 18291]","[26009, 7613]",1
High Country - Flagstaff Qualifier,4,1,68,56,"[23942, 26664]","[19728, 8081]",1
High Country - Flagstaff Qualifier,5,1,64,46,"[7613, 26009]","[16817, 31602]",1
High Country - Flagstaff Qualifier,6,1,41,15,"[19728, 8081]","[31603, 11529]",1
High Country - Flagstaff Qualifier,7,1,91,34,"[18291, 26100]","[23942, 26664]",1
High Country - Flagstaff Qualifier,8,1,44,56,"[19728, 8081]","[7613, 26009]",0
High Country - Flagstaff Qualifier,9,1,60,63,"[23942, 26664]","[7613, 26009]",0
High Country - Flagstaff Qualifier,10,1,113,57,"[26100, 18291]","[7613, 26009]",1
Roadrunner - Gilbert Qualifier,0,1,41,91,"[10111, 18445]","[26635, 31866]",0
Roadrunner - Gilbert Qualifier,0,2,54,31,"[22256, 32322]","[26128, 30596]",1
Roadrunner - Gilbert Qualifier,0,3,76,37,"[3666, 31117]","[22257, 14254]",1
Roadrunner - Gilbert Qualifier,0,4,40,53,"[26585, 14855]","[22258, 30401]",0
Roadrunner - Gilbert Qualifier,0,5,15,0,"[26441, 26983]","[13968, 26758]",1
Roadrunner - Gilbert Qualifier,0,1,51,26,"[22257, 26758]","[26585, 32322]",1
Roadrunner - Gilbert Qualifier,0,2,108,20,"[10111, 30401]","[14855, 26441]",1
Roadrunner - Gilbert Qualifier,0,3,89,51,"[14254, 18445]","[3666, 13968]",1
Roadrunner - Gilbert Qualifier,0,4,39,21,"[26983, 18625]","[22258, 31866]",1
Roadrunner - Gilbert Qualifier,0,5,42,104,"[26635, 31117]","[26128, 30596]",0
Roadrunner - Gilbert Qualifier,0,6,78,28,"[22256, 18625]","[14254, 32322]",1
Roadrunner - Gilbert Qualifier,0,7,76,61,"[22257, 22258]","[26635, 13968]",1
Roadrunner - Gilbert Qualifier,0,8,80,37,"[26983, 26128]","[26441, 22256]",1
Roadrunner - Gilbert Qualifier,0,9,67,14,"[30596, 3666]","[26585, 14855]",1
Roadrunner - Gilbert Qualifier,0,10,29,68,"[31117, 31866]","[30401, 26758]",0
Roadrunner - Gilbert Qualifier,0,11,91,23,"[10111, 26128]","[18445, 22257]",1
Roadrunner - Gilbert Qualifier,0,12,24,74,"[13968, 14855]","[22256, 26983]",0
Roadrunner - Gilbert Qualifier,0,13,94,20,"[3666, 26758]","[18625, 26635]",1
Roadrunner - Gilbert Qualifier,0,14,55,51,"[22258, 30596]","[18445, 30401]",1
Roadrunner - Gilbert Qualifier,0,15,39,63,"[26585, 14254]","[31117, 10111]",0
Roadrunner - Gilbert Qualifier,0,16,15,86,"[26441, 32322]","[31866, 3666]",0
Roadrunner - Gilbert Qualifier,0,17,60,85,"[13968, 26585]","[30401, 26128]",0
Roadrunner - Gilbert Qualifier,0,18,16,92,"[32322, 26635]","[10111, 26983]",0
Roadrunner - Gilbert Qualifier,0,19,87,49,"[14254, 26758]","[22258, 26441]",1
Roadrunner - Gilbert Qualifier,0,20,8,45,"[31866, 30596]","[22257, 22256]",0
Roadrunner - Gilbert Qualifier,0,21,24,62,"[14855, 18445]","[18625, 31117]",0
Roadrunner - Gilbert Qualifier,0,22,28,33,"[30401, 22257]","[14254, 26983]",0
Roadrunner - Gilbert Qualifier,0,23,78,31,"[26128, 14855]","[32322, 26758]",1
Roadrunner - Gilbert Qualifier,0,24,84,62,"[22258, 3666]","[31117, 22256]",1
Roadrunner - Gilbert Qualifier,0,25,41,104,"[13968, 26441]","[30596, 18625]",0
Roadrunner - Gilbert Qualifier,0,26,33,30,"[26585, 26635]","[31866, 18445]",1
Roadrunner - Gilbert Qualifier,0,27,81,85,"[10111, 22256]","[13968, 26758]",0
Roadrunner - Gilbert Qualifier,1,1,64,61,"[18625, 30596]","[14254, 30401]",1
Roadrunner - Gilbert Qualifier,2,1,50,47,"[3666, 26758]","[31117, 22257]",1
Roadrunner - Gilbert Qualifier,3,1,82,74,"[26128, 10111]","[30596, 18625]",1
Roadrunner - Gilbert Qualifier,4,1,98,53,"[26983, 22258]","[3666, 26758]",1
Roadrunner - Gilbert Qualifier,5,1,67,52,"[30596, 18625]","[22257, 31117]",1
Roadrunner - Gilbert Qualifier,6,1,78,59,"[3666, 26758]","[30401, 14254]",1
Roadrunner - Gilbert Qualifier,7,1,107,56,"[26128, 10111]","[26983, 22258]",1
Roadrunner - Gilbert Qualifier,8,1,74,50,"[26758, 3666]","[30596, 18625]",1
Roadrunner - Gilbert Qualifier,9,1,55,89,"[22258, 26983]","[26758, 3666]",0
Roadrunner - Gilbert Qualifier,10,1,216,69,"[26128, 10111]","[3666, 26758]",1
Prickly Pear - Phoenix Qualifier,0,1,39,212,"[15135, 10984]","[202, 11794]",0
Prickly Pear - Phoenix Qualifier,0,2,172,96,"[25620, 11365]","[18420, 24431]",1
Prickly Pear - Phoenix Qualifier,0,3,45,75,"[11980, 23737]","[2844, 201]",0
Prickly Pear - Phoenix Qualifier,0,4,10,82,"[18421, 10369]","[26037, 22295]",0
Prickly Pear - Phoenix Qualifier,0,5,56,114,"[25620, 12841]","[202, 11980]",0
